菜系分类,商家名称,下辖区,商圈,人均消费,评分,评价人数
川湘菜,湘鄂情（肇嘉浜路店）,徐汇区,徐家汇/肇嘉浜路沿线,102,74,84
川湘菜,麻辣香锅、鸡公煲、烤鱼,徐汇区,上海南站,36,74,224
川湘菜,味滋源家常炒菜（宜山路店）,徐汇区,漕河泾/田林,35,74,4
川湘菜,七哥酸菜鱼,徐汇区,漕河泾/田林,50,72,6
川湘菜,德川劲味坊,徐汇区,漕河泾/田林,33,70,20
川湘菜,麻辣盛艳（光启城店）,徐汇区,光启城,50,70,0
川湘菜,重庆纸上谈鱼,徐汇区,漕河泾/田林,67,70,8
川湘菜,壹珍轩（绿地缤纷城店）,徐汇区,徐汇区,141,70,0
川湘菜,巫山烤全鱼（康健路店）,徐汇区,上海南站,50,70,0
川湘菜,湘江红,徐汇区,龙华,59,60,1
川湘菜,耙耳朵川味小炒,徐汇区,徐家汇/肇嘉浜路沿线,35,70,1
川湘菜,和韩居,徐汇区,徐汇区,24,70,1
川湘菜,稍微麻辣（徐汇店）,徐汇区,徐家汇/肇嘉浜路沿线,70,70,0
川湘菜,春秋战锅（爱食馆店）,徐汇区,漕河泾/田林,30,70,0
川湘菜,阿郎龙虾,徐汇区,上海南站,120,70,0
川湘菜,友味冒菜,徐汇区,徐汇区,62,70,0
川湘菜,曼玲餐厅,徐汇区,徐家汇/肇嘉浜路沿线,36,64,1
川湘菜,橙天锅锅香（飞洲国际店）,徐汇区,万体馆,50,60,2
川湘菜,食在湘,徐汇区,龙华,40,60,2
川湘菜,人人来餐厅,徐汇区,上海南站,35,60,2
川湘菜,敏春饭店,徐汇区,上海南站,46,60,3
川湘菜,贤香阁,徐汇区,漕河泾/田林,25,60,0
川湘菜,老四川饭店·潮汕鲜牛肉火锅,徐汇区,漕河泾/田林,100,70,1
川湘菜,鱼酷活鱼现烤（百联西郊购物中心店）,长宁区,北新泾,90,100,446
川湘菜,炉鱼（百盛优客天山店）,长宁区,天山,71,100,200
川湘菜,蜀都冒菜,长宁区,天山,34,100,210
川湘菜,蜀记麻辣香锅（神州智慧天地店）,长宁区,北新泾,62,100,116
川湘菜,介家有料串串香&小龙虾（巴黎春天天山店）,长宁区,天山,64,100,43
川湘菜,魔锅坊麻辣香锅(虹桥南丰城店),长宁区,虹桥,46,100,254
川湘菜,蒸九香小馆(虹桥南丰城店),长宁区,长宁区,38,100,38
川湘菜,段氏龙虾湘菜馆,长宁区,虹桥,60,100,136
川湘菜,川五味,长宁区,上海影城/新华路,60,100,7
川湘菜,俏江南（中山公园龙之梦店）,长宁区,中山公园,116,98,2110
川湘菜,巴谷乡情（仙霞店）,长宁区,虹桥,61,98,742
川湘菜,与你湘遇,长宁区,天山,54,96,133
川湘菜,段氏龙虾湘菜馆,长宁区,天山,98,96,193
川湘菜,大椒小厨（原侬好蛙）中山公园店,长宁区,中山公园,68,94,660
川湘菜,余小二烤鱼(缤谷文化休闲广场店),长宁区,天山,60,94,18
川湘菜,巴国布衣（虹桥店）,长宁区,虹桥,454,94,57
川湘菜,湖南味事时尚怀旧餐厅,长宁区,虹桥,76,92,13
川湘菜,青花椒砂锅鱼（南丰城店）,长宁区,虹桥,70,90,8
川湘菜,一湘小院（虹桥南丰城店）,长宁区,虹桥,88,90,13
川湘菜,兔当家（武夷路店）,长宁区,中山公园,82,88,76
川湘菜,香锅诱惑,长宁区,虹桥,38,88,186
川湘菜,宽巷子,长宁区,中山公园,25,86,23
川湘菜,绝味鸭脖（茅台店）,长宁区,天山,30,86,71
川湘菜,米茄（高岛屋店）,长宁区,古北,67,84,393
川湘菜,巫山烤鱼重庆鸡公煲,长宁区,天山,57,84,219
川湘菜,重庆查氏小面,长宁区,虹桥,15,82,30
川湘菜,湘泉_醉原味湘菜（虹桥店）,长宁区,长宁区,84,82,57
川湘菜,宋记香辣蟹（星空广场店）,长宁区,虹桥,96,80,348
川湘菜,蜀串王老成都串串香（剑河路店）,长宁区,北新泾,70,80,19
川湘菜,宝庆府湘菜馆（虹中路店）,长宁区,虹桥,96,80,11
川湘菜,润湘之,长宁区,天山,70,80,10
川湘菜,霖霖小馆·蛇宴（幸福路店）,长宁区,上海影城/新华路,276,80,2
川湘菜,太缘酸菜鱼火锅,长宁区,天山,70,80,4
川湘菜,韶山湘菜,长宁区,北新泾,50,80,2
川湘菜,湘筷子浏阳蒸菜中式快餐,长宁区,中山公园,25,70,0
川湘菜,巴国雅筵（吴中路店）,长宁区,虹桥,80,76,356
川湘菜,巴蜀人家,长宁区,中山公园,51,76,78
川湘菜,魔法师烤鱼,长宁区,北新泾,78,76,19
川湘菜,川金龙时尚骨头王火锅,长宁区,北新泾,64,72,11
川湘菜,边城1803（新淮海坊店）,长宁区,虹桥,64,72,95
川湘菜,本塘.我家酸菜鱼（长宁店）,长宁区,虹桥,67,70,5
川湘菜,乡里人家,长宁区,中山公园,33,70,13
川湘菜,巫山碳烤全鱼&重庆鸡公煲,长宁区,天山,69,70,14
川湘菜,星蓉·川食酒肆,长宁区,中山公园,90,70,1
川湘菜,阿木龙虾,长宁区,天山,70,70,1
川湘菜,湘香缘,长宁区,虹桥,30,70,1
川湘菜,食光,长宁区,上海影城/新华路,50,70,3
川湘菜,椒奢宫,长宁区,长宁区,45,70,0
川湘菜,味珍湘,长宁区,虹桥,20,70,0
川湘菜,缙云坊麻辣香锅酸菜鱼,长宁区,中山公园,27,70,0
川湘菜,阿木龙虾（延安西路店）,长宁区,长宁区,40,70,0
川湘菜,稍微麻辣（长宁店）,长宁区,虹桥,70,70,0
川湘菜,川香坊麻辣香锅,长宁区,虹桥,40,60,5
川湘菜,食为天小海鲜,长宁区,虹桥,70,60,0
川湘菜,香宜度麻辣香锅,长宁区,北新泾,46,60,0
川湘菜,渝信川菜（华盛店）,黄浦区,人民广场/南京路,71,100,945
川湘菜,麻小麻辣诱惑（人民广场店）,黄浦区,人民广场/南京路,93,100,4208
川湘菜,俏江南（百联世茂店）,黄浦区,人民广场/南京路,119,100,3540
川湘菜,俏江南（仙乐斯广场店）,黄浦区,人民广场/南京路,128,100,1248
川湘菜,蒸芝膳（新世界城店）,黄浦区,人民广场/南京路,58,100,2160
川湘菜,小四川（汉口路店）,黄浦区,人民广场/南京路,68,100,3946
川湘菜,椒香辉映干锅制造（南京东路店）,黄浦区,人民广场/南京路,59,100,2427
川湘菜,锅事汇麻辣香锅（福州路店）,黄浦区,人民广场/南京路,48,100,210
川湘菜,鱼酷活鱼现烤（东方商厦店）,黄浦区,人民广场/南京路,81,100,210
川湘菜,重庆鸡公煲（中华路店）,黄浦区,老西门,43,100,236
川湘菜,小四川（云南南路店）,黄浦区,老西门,26,100,619
川湘菜,倪氏盱眙龙虾（人民广场店）,黄浦区,人民广场/南京路,76,100,210
川湘菜,炫滋自选锅巴饭（新邻生活广场店）,黄浦区,老西门,33,92,84
川湘菜,渝香情绿色怀旧餐厅（南京东路店）,黄浦区,人民广场/南京路,60,100,37
川湘菜,我在成都等你（云南南路全国总店）,黄浦区,黄浦区,59,100,41
川湘菜,家风饭店,黄浦区,黄浦区,55,100,39
川湘菜,阿彬菜馆,黄浦区,城隍庙/豫园,80,100,30
川湘菜,蜀地冒菜（丽园路店）,黄浦区,老西门,30,100,40
川湘菜,灵伟新概念餐厅,黄浦区,人民广场/南京路,66,100,18
川湘菜,川湘菜馆,黄浦区,外滩,30,98,308
川湘菜,绝味鸭脖（西凌家宅路2店）,黄浦区,老西门,30,98,64
川湘菜,俏江南（恒基名人购物中心店）,黄浦区,人民广场/南京路,107,94,3146
川湘菜,重庆鸡公煲川味烤鱼,黄浦区,董家渡,46,94,238
川湘菜,川湘菜馆（四川中路店）,黄浦区,外滩,62,94,27
川湘菜,谢氏酸菜鱼木桶饭（华联商厦南京东路店）,黄浦区,人民广场/南京路,53,92,272
川湘菜,川承我家酸菜鱼,黄浦区,人民广场/南京路,69,90,4
川湘菜,川香鱼馆,黄浦区,人民广场/南京路,30,88,31
川湘菜,湘里人家,黄浦区,城隍庙/豫园,57,88,471
川湘菜,蜀地冒菜（蓬莱路店）,黄浦区,老西门,32,86,162
川湘菜,川湘小厨,黄浦区,黄浦区,40,86,8
川湘菜,程氏湖南蒸菜,黄浦区,人民广场/南京路,22,86,3
川湘菜,魔锅坊麻辣香锅,黄浦区,人民广场/南京路,42,82,23
川湘菜,帅麻辣私房海鲜外卖,黄浦区,老西门,48,80,0
川湘菜,蜀香源麻辣香锅（南京西路店）,黄浦区,黄浦区,35,80,0
川湘菜,锅事汇麻辣香锅（人民广场店）,黄浦区,人民广场/南京路,52,78,201
川湘菜,星星川香菜馆,黄浦区,外滩,53,78,7
川湘菜,遇见川芙蓉（福建中路店）,黄浦区,人民广场/南京路,22,78,10
川湘菜,满圆特色餐馆,黄浦区,外滩,40,74,14
川湘菜,魔多厨房·广东餐厅（新邻生活广场店）,黄浦区,老西门,142,72,6
川湘菜,麻香辣爽（特色冒菜）,黄浦区,人民广场/南京路,31,70,4
川湘菜,满渝一碗鱼,黄浦区,人民广场/南京路,35,80,7
川湘菜,顺兴斋（丽园路店）,黄浦区,老西门,60,70,7
川湘菜,稍微麻辣（黄浦店）,黄浦区,人民广场/南京路,70,70,0
川湘菜,大牌冒菜,黄浦区,人民广场/南京路,35,70,0
川湘菜,阿拉丁麻辣烫,黄浦区,黄浦区,25,70,0
川湘菜,666家常菜,黄浦区,人民广场/南京路,50,68,89
川湘菜,饿了唻,黄浦区,黄浦区,51,60,1
川湘菜,乐园餐厅,黄浦区,人民广场/南京路,49,60,3
川湘菜,王记酸菜鱼,黄浦区,外滩,30,60,6
川湘菜,满城香菜馆,黄浦区,老西门,30,60,0
川湘菜,麻辣香锅,黄浦区,老西门,20,60,0
川湘菜,宽巷子（新世界城店）,黄浦区,人民广场/南京路,15,60,0
川湘菜,味侬而来,黄浦区,打浦桥/田子坊,25,0,0
川湘菜,蜀佬冒菜,黄浦区,人民广场/南京路,39,0,0
川湘菜,宋记香辣蟹（曹家渡店）,静安区,曹家渡,101,100,1218
川湘菜,渝信川菜（招商局店）,静安区,南京西路,71,100,280
川湘菜,望蓉城（晶品店）,静安区,静安寺,90,100,76
川湘菜,麻省理功-深海烤鱼（芳汇广场店）,静安区,曹家渡,81,100,403
川湘菜,天香府·我家酸菜鱼（静安店）,静安区,同乐坊,65,100,804
川湘菜,川渝我家酸菜鱼（吴江路店）,静安区,南京西路,77,100,352
川湘菜,付小姐在成都（海防路店）,静安区,同乐坊,55,100,386
川湘菜,渔见虾精品川菜,静安区,同乐坊,113,100,27
川湘菜,椒锅锅（吴江路店）,静安区,南京西路,44,98,183
川湘菜,姜太公烤鱼（静安寺店）,静安区,静安寺,63,92,848
川湘菜,品川（恒隆广场店）,静安区,南京西路,149,88,102
川湘菜,鱼酷活鱼现烤（悦达889店）,静安区,曹家渡,91,84,232
川湘菜,金鼎味麻辣香锅,静安区,静安寺,77,84,63
川湘菜,天府楼,静安区,静安寺,210,80,0
川湘菜,阿牛嫂桂林米粉（大沽路店）,静安区,南京西路,25,80,0
川湘菜,我们的故事-砂锅鱼与冒菜,静安区,同乐坊,98,70,0
川湘菜,美院,静安区,南京西路,20,70,6
川湘菜,迪克咖啡,静安区,曹家渡,100,70,0
川湘菜,巫山烤全鱼,静安区,静安寺,51,70,0
川湘菜,闻湘阁,静安区,曹家渡,41,70,0
川湘菜,香锅香,静安区,曹家渡,50,60,0
川湘菜,稍微麻辣小海鲜（静安店）,静安区,南京西路,70,60,0
川湘菜,黄记煌三汁焖锅（仲盛世界商城店）,闵行区,莘庄,93,100,1468
川湘菜,江南公社（江桥店）,闵行区,虹桥国家会展中心,63,100,1599
川湘菜,村夫烤鱼麻辣香锅（黄渡店）,闵行区,虹桥国家会展中心,47,100,1649
川湘菜,九度湘菜（吴泾店）,闵行区,吴泾镇,58,100,609
川湘菜,重庆鸡公煲村夫烤鱼（东川路店）,闵行区,交大闵行校区,31,100,1630
川湘菜,鱼酷活鱼现烤（龙之梦购物中心莘庄店）,闵行区,莘庄,80,100,238
川湘菜,麻辣盛宴麻辣香锅,闵行区,老闵行,49,100,1109
川湘菜,小都成（百联南方购物中心店）,闵行区,南方商城,70,100,1388
川湘菜,满湘汇·岳阳楼记（七宝宝龙店）,闵行区,七宝,69,100,104
川湘菜,品安煲（重庆鸡公煲）,闵行区,莘庄,38,100,1777
川湘菜,耄家湘味楼（东兰店）,闵行区,万源城/东兰路,64,100,379
川湘菜,爱尚逗蛙（七宝宝龙店）,闵行区,闵行区,80,100,206
川湘菜,湘当有味,闵行区,浦江镇,54,98,681
川湘菜,韶山毛家湘菜,闵行区,虹桥火车站/机场,49,100,644
川湘菜,文韵餐厅,闵行区,万源城/东兰路,100,100,345
川湘菜,川流不息（春申路店）,闵行区,春申地区,56,100,889
川湘菜,四海游龙（古美店）,闵行区,万源城/东兰路,16,100,473
川湘菜,麻省理功-深海烤鱼（浦江生活广场店）,闵行区,浦江镇,77,100,840
川湘菜,重庆鸡公煲川味烤鱼,闵行区,颛桥/北桥,35,100,794
川湘菜,宋记香辣蟹（七宝万科广场店）,闵行区,七宝,113,100,45
川湘菜,初见面小馆,闵行区,七宝,34,100,312
川湘菜,赵崽儿川式面品料理（虹桥天地店）,闵行区,虹桥火车站/机场,25,100,136
川湘菜,九度湘菜（虹梅路店）,闵行区,古北／红松路,58,100,591
川湘菜,好莱喔涮涮煲 村夫烤鱼（古美路店）,闵行区,万源城/东兰路,52,100,429
川湘菜,溪雨观酸菜鱼（夏威夷广场店）,闵行区,浦江镇,46,100,1159
川湘菜,湘里人家,闵行区,虹桥国家会展中心,56,100,308
川湘菜,溪雨观酸菜鱼（七宝宝龙城店）,闵行区,七宝,61,100,91
川湘菜,溪雨观酸菜鱼（春申新荟城店）,闵行区,春申地区,66,100,59
川湘菜,湘侬食坊（华漕店）,闵行区,虹桥国家会展中心,57,100,842
川湘菜,巫山烤全鱼,闵行区,老闵行,38,100,206
川湘菜,梁记粥铺（万达广场江桥店）,闵行区,虹桥国家会展中心,57,100,316
川湘菜,百岁·我家酸菜鱼（罗秀店）,闵行区,南方商城,65,98,43
川湘菜,辛七天麻辣香锅（爱博店）,闵行区,虹桥火车站/机场,33,100,640
川湘菜,部落情酸菜鱼火锅（马桥店）,闵行区,老闵行,50,100,53
川湘菜,鱼跃门我家酸菜鱼（华新店）,闵行区,虹桥国家会展中心,49,100,291
川湘菜,浏阳食府,闵行区,吴泾镇,34,100,94
川湘菜,善之本酸菜鱼,闵行区,闵行区,66,100,22
川湘菜,一品湘菜,闵行区,七宝,60,100,113
川湘菜,湘晏（七宝店）,闵行区,七宝,63,100,62
川湘菜,细蜀（龙之梦购物中心莘庄店）,闵行区,莘庄,37,100,45
川湘菜,主记 麻辣香锅酸菜鱼,闵行区,浦江镇,57,98,13
川湘菜,曦食尚麻辣香锅（春都路店）,闵行区,春申地区,50,100,26
川湘菜,唯客滋小吃故事,闵行区,莘庄,25,100,295
川湘菜,吉府·本帮菜,闵行区,虹桥国家会展中心,64,100,44
川湘菜,美味美锅（虹桥店）,闵行区,虹桥火车站/机场,50,100,25
川湘菜,魔锅坊麻辣香锅,闵行区,虹桥国家会展中心,30,100,23
川湘菜,魔锅坊麻辣香锅（万乐城店）,闵行区,老闵行,40,100,65
川湘菜,柠檬椒砂锅鱼（华漕店）,闵行区,虹桥国家会展中心,89,100,32
川湘菜,小小河边鱼,闵行区,虹桥火车站/机场,70,100,0
川湘菜,蜀府（凯德七宝购物广场店）,闵行区,七宝,79,98,991
川湘菜,侬知虾·小龙虾·烧烤（七宝店）,闵行区,七宝,72,98,633
川湘菜,小鲜蛙（龙盛店）,闵行区,春申地区,57,98,187
川湘菜,重庆鸡公煲（疏影路店）,闵行区,莘庄,60,96,456
川湘菜,乡里乡亲（江文路店）,闵行区,浦江镇,43,98,315
川湘菜,辣吙吙,闵行区,虹桥火车站/机场,59,98,121
川湘菜,重庆鸡公煲村夫烤鱼,闵行区,闵行区,45,98,49
川湘菜,妈妈小菜,闵行区,古北／红松路,65,98,4
川湘菜,我家酸菜鱼,闵行区,虹桥国家会展中心,63,96,2148
川湘菜,巴国布衣(七宝宝龙店),闵行区,七宝,65,94,37
川湘菜,湘遇食年（碧江广场店）,闵行区,老闵行,83,96,60
川湘菜,成都味之轩,闵行区,虹桥火车站/机场,34,96,934
川湘菜,南笙馆,闵行区,闵行区,60,94,16
川湘菜,蜀地源冒菜（天山西路店）,闵行区,虹桥火车站/机场,36,94,30
川湘菜,湘蒸铺子（古美店）,闵行区,万源城/东兰路,18,94,0
川湘菜,本清素我家酸菜鱼（华漕店）,闵行区,虹桥国家会展中心,68,92,160
川湘菜,巴国布衣（龙湖虹桥天街店）,闵行区,虹桥火车站/机场,69,92,13
川湘菜,美味轩,闵行区,浦江镇,47,92,47
川湘菜,致青春9号厨房（碧江广场店）,闵行区,老闵行,68,94,41
川湘菜,大大爱麻麻,闵行区,浦江镇,36,92,15
川湘菜,蜀地冒菜,闵行区,万源城/东兰路,30,90,332
川湘菜,猫岛,闵行区,老闵行,44,88,185
川湘菜,我家酸菜鱼（都市路店）,闵行区,春申地区,70,90,18
川湘菜,嘿！有家小冒菜（颛桥店）,闵行区,颛桥/北桥,23,90,59
川湘菜,霸王餐小龙虾,闵行区,虹桥火车站/机场,71,90,6
川湘菜,小二郎川式餐厅,闵行区,南方商城,45,92,15
川湘菜,放肆粉帮 湖南米粉（莘庄店）,闵行区,莘庄,28,90,5
川湘菜,湘晏（水清路港澳店）,闵行区,莘庄,74,90,5
川湘菜,山城麻辣香锅（龙盛店）,闵行区,春申地区,25,90,11
川湘菜,川悦阁（都市路店）,闵行区,老闵行,70,88,31
川湘菜,潇湘寨（都市路店）,闵行区,老闵行,44,90,60
川湘菜,怡乡居精品川菜,闵行区,虹桥火车站/机场,66,86,306
川湘菜,拿渡麻辣香锅（七宝乐购店）,闵行区,七宝,64,88,74
川湘菜,川香居,闵行区,春申地区,47,86,36
川湘菜,皖川湘饭店（饭店）,闵行区,颛桥/北桥,44,86,17
川湘菜,湘菜馆,闵行区,万源城/东兰路,40,86,20
川湘菜,锅英雄麻辣香锅,闵行区,万源城/东兰路,70,86,21
川湘菜,渝金缘川菜坊&龙虾夜宵（莲花路店）,闵行区,南方商城,47,84,91
川湘菜,村夫烤鱼（永平路店）,闵行区,老闵行,66,84,24
川湘菜,辣锅坊,闵行区,浦江镇,45,84,6
川湘菜,我家酸菜鱼（莘西路店）,闵行区,春申地区,59,82,54
川湘菜,重庆鸡公煲（黄桦路店）,闵行区,龙柏地区,43,84,122
川湘菜,重庆鸡公煲,闵行区,浦江镇,42,82,48
川湘菜,湘聚阁,闵行区,春申地区,30,82,7
川湘菜,湖南湘西米粉（江川路店）,闵行区,老闵行,10,76,7
川湘菜,漫食汇烤鱼酸菜鱼,闵行区,浦江镇,50,82,9
川湘菜,魔锅坊麻辣香锅烤鱼,闵行区,莘庄,49,80,198
川湘菜,湘芙蓉（闵行店）,闵行区,闵行区,51,80,62
川湘菜,田岸头时尚餐厅,闵行区,老闵行,52,80,11
川湘菜,巫山烤全鱼,闵行区,老闵行,40,80,35
川湘菜,蜀串王老成都串串香,闵行区,万源城/东兰路,79,80,4
川湘菜,湘西农家菜（2号店）,闵行区,万源城/东兰路,58,80,20
川湘菜,重庆鸡公煲,闵行区,闵行区,47,80,5
川湘菜,湘河湾（中春路店）,闵行区,七宝,45,80,2
川湘菜,顶宴餐厅,闵行区,老闵行,109,80,4
川湘菜,唐記.我家酸菜魚,闵行区,虹桥火车站/机场,50,70,2
川湘菜,重庆鸡公煲（曹行店）,闵行区,闵行区,35,80,3
川湘菜,帽牌货冒菜,闵行区,春申地区,26,80,0
川湘菜,巷里行饭吧,闵行区,闵行区,50,78,427
川湘菜,探鱼（仲盛世界商场店）,闵行区,莘庄,86,78,9
川湘菜,蜀怡浓酒家,闵行区,莘庄,58,76,278
川湘菜,鑫旺重庆鱼小馆,闵行区,吴泾镇,48,76,157
川湘菜,海上蜀味（古美西路店）,闵行区,南方商城,30,76,8
川湘菜,筷尚时尚饭吧,闵行区,南方商城,51,76,24
川湘菜,湘水洞,闵行区,七宝,35,76,8
川湘菜,重庆鸡公煲村夫烤鱼,闵行区,老闵行,50,74,17
川湘菜,赵崽儿川式面品（碧江广场店）,闵行区,老闵行,33,74,6
