商家,区域,商圈,星级,服务,价格,销量
紫薇阁足浴保健中心,鼓楼区,新城市广场,3.8,单人足疗1次,68,2
悬济堂（柏果园店）,鼓楼区,南瑞路/新模范马路,4.0,全身推拿＋问询（社保卡可用）,100,1
君麟SPA养生会所,鼓楼区,草场门/龙江,4.0,单人头部经络调理,218,0
吴氏中医推拿,鼓楼区,鼓楼区,3.0,单人悬灸+排/瘀套餐,88,0
国医堂（半山）,鼓楼区,草场门/龙江,4.5,单人感恩父母套餐,598,0
雲尚空間spa,鼓楼区,草场门/龙江,3.5,单人尊享SPA1次,399,0
一鼎筋骨,鼓楼区,鼓楼区,4.5,单人颈肩腰椎推拿＋刮痧套餐,279,0
世龙世家手足健康护理连锁（玄武区板仓街店）,玄武区,锁金村/南京林业大学,5.0,泡脚足浴+修脚护理单人套餐,9.9,26970
金陵金手指盲人按摩中心（珠江路店）,玄武区,北门桥,5.0,单人盲人足疗推拿养生套餐,60,17064
玛尔大夫（唯美妍科技美肤）,玄武区,珠江路沿线,4.6,美容护肤/经络养生/纤体（三选一）,98,6302
陆琴脚艺（高楼门店）,玄武区,高楼门,5.0,［全天通用］单人原生态绞股蓝足浴1次,129,5653
陆琴脚艺（黄埔路店）,玄武区,明故宫/后宰门,5.0,［全天通用］单人原生态绞股蓝足浴1次,129,5653
紫莱Z.SPA会所,玄武区,卫岗/下马坊,5.0,单人足疗养生套餐,88,4131
水沐足韵（南京1912店）,玄武区,总统府/1912商圈,5.0,单人水沐足道1次,189,3041
足春堂,玄武区,营苑北路/墨香路,5.0,单人足春堂黄金套餐,178,2138
灵指养生（维景国际大酒店店）,玄武区,明故宫/后宰门,5.0,单人中式推拿/养生足浴2选1,59.9,1922
隆泰堂洗浴汗蒸足疗（丹凤街店）,玄武区,珠江路沿线,5.0,单人汗蒸1次,28.8,1487
泰合玺·泰式按摩SPA（1912店）,玄武区,总统府/1912商圈,5.0,泰式精油SPA套餐,269,1452
御阁足道养生会馆（仙鹤门店）,玄武区,玄武区,5.0,单人推拿套餐,78,1305
安然纳米汗蒸养生馆（仙鹤茗苑店）,玄武区,仙鹤门,4.7,单人体验套餐1次,12.8,1259
华元和养生,玄武区,北门桥,4.7,单人全身推拿或足疗二选一,79.9,1180
名郡经络养生馆,玄武区,卫岗/下马坊,5.0,单人足疗养生,88,1109
指力推拿（洪武北路店）,玄武区,红庙街区,4.9,单人肩颈调理+腰部调理,39,953
康霞spa保健按摩中心,玄武区,玄武区,5.0,单人精油SPA保健按摩服务（派出服务）,299,736
恋足堂（丹凤街店）,玄武区,丹凤街,4.3,单人足疗推拿全套套餐1次,78,644
二叶堂足道会所,玄武区,红山路,4.1,49.9全身推拿套餐,49.9,578
君康养生（珠江路店）,玄武区,四牌楼/成贤街,4.7,三星养生推拿/三星养身足底（二选一）,158,496
安耐王spa推拿足疗精品店,玄武区,大行宫,5.0,单人盲人足疗推拿养生套餐,108,64
姐妹足疗,玄武区,孝陵卫/森林摩尔,4.5,单人足疗或推拿1次,40,62
郑远元专业修脚房,玄武区,红庙街区,4.8,单人黄莲排泄素,49.5,60
舒爽男士spa养生会馆,玄武区,营苑北路/墨香路,5.0,【限时优惠】尊享spa一次,339,54
轻妃堂塑形养生spa馆,玄武区,丹凤街,4.0,单人A套餐,68,53
